Matchup,Open,Closing Range Start,Closing Range End,Movement,Date
Todd Duffee,-170.0,105.0,110.0,-0.3,2019-09-14
Todd Duffee,,,,,2021-11-06
Tofiq Musayev,125.0,128.0,156.0,-0.0559999999999999,2025-06-21
Tom Aspinall,-170.0,-400.0,-333.0,-0.249,2020-07-25
Tom Aspinall,-350.0,-714.0,-600.0,-0.115,2020-10-10
Tom Aspinall,-275.0,-320.0,-250.0,-0.005,2021-02-20
Tom Aspinall,-300.0,-265.0,-225.0,0.053,2021-09-04
Tom Aspinall,124.0,-152.0,-120.0,-0.295,2022-03-19
Tom Aspinall,-108.0,-168.0,-135.0,0.173,2022-07-23
Tom Aspinall,-333.0,-590.0,-490.0,0.28,2023-07-22
Tom Aspinall,-162.0,-130.0,-105.0,-0.158,2023-11-12
Tom Aspinall,-198.0,-430.0,-400.0,0.351,2024-07-28
Tom Aspinall,-420.0,-460.0,-370.0,0.025,2025-10-25
Tom Aspinall,-142.0,-130.0,-130.0,0.037,2026-01-01
Tom Blackledge,-185.0,-190.0,-190.0,0.038,2011-02-26
Tom Breese,-135.0,-155.0,-155.0,-0.0579999999999999,2015-05-30
Tom Breese,-135.0,-280.0,-275.0,-0.28,2015-10-24
Tom Breese,-705.0,-1165.0,-1000.0,-0.045,2016-02-27
Tom Breese,-105.0,-115.0,-110.0,-0.036,2016-06-04
Tom Breese,-260.0,-380.0,-360.0,-0.09,2018-05-27
Tom Breese,110.0,-175.0,-139.0,-0.28,2020-02-29
Tom Breese,-215.0,-227.0,-210.0,-0.001,2020-10-10
Tom Breese,-140.0,-163.0,-147.0,-0.045,2021-01-20
Tom Deblass,-195.0,-192.0,-192.0,0.005,2012-04-14
Tom Deblass,210.0,230.0,240.0,0.075,2012-11-10
Tom Duquesnoy,-385.0,-1100.0,-1000.0,0.551,2017-04-15
Tom Duquesnoy,-150.0,-160.0,-153.0,-0.018,2017-10-07
Tom Duquesnoy,-350.0,-430.0,-385.0,-0.033,2018-03-17
Tom Gallicchio,250.0,385.0,425.0,0.307,2017-07-07
Tom Hayden,330.0,275.0,285.0,0.081,2012-08-11
Tom Lawlor,-105.0,100.0,100.0,0.018,2008-12-13
Tom Lawlor,220.0,270.0,270.0,-0.023,2009-07-11
Tom Lawlor,190.0,315.0,315.0,-0.108,2010-01-11
Tom Lawlor,-550.0,-600.0,-600.0,0.091,2010-05-08
Tom Lawlor,140.0,155.0,155.0,-0.011,2010-10-23
Tom Lawlor,280.0,300.0,300.0,0.0409999999999999,2011-11-19
Tom Lawlor,-225.0,-245.0,-220.0,0.068,2012-05-15
Tom Lawlor,175.0,200.0,225.0,0.002,2012-11-17
Tom Lawlor,-145.0,-140.0,-135.0,0.081,2013-04-06
Tom Lawlor,130.0,180.0,180.0,-0.084,2015-07-25
Tom Lawlor,170.0,210.0,215.0,-0.0279999999999999,2016-03-05
Tom Niinimaki,130.0,-120.0,-105.0,-0.22,2013-11-30
Tom Niinimaki,-245.0,-250.0,-245.0,0.0409999999999999,2014-05-31
Tom Niinimaki,-170.0,-155.0,-145.0,0.021,2014-08-23
Tom Niinimaki,-140.0,105.0,120.0,0.195,2014-12-20
Tom Nolan,-142.0,-430.0,-357.0,0.429,2024-01-13
Tom Nolan,-425.0,-600.0,-480.0,0.1119999999999999,2024-05-18
Tom Nolan,-1100.0,-1600.0,-1115.0,0.078,2024-08-17
Tom Nolan,118.0,-106.0,125.0,0.079,2025-02-09
Tom Nolan,-160.0,-175.0,-158.0,0.0,2025-09-28
Tom Watson,135.0,150.0,150.0,0.06,2012-09-29
Tom Watson,-120.0,-120.0,-110.0,0.083,2013-02-16
Tom Watson,100.0,120.0,150.0,0.149,2013-08-03
Tom Watson,-170.0,-130.0,-125.0,0.108,2014-02-01
Tom Watson,120.0,-125.0,-125.0,0.226,2014-08-16
Tom Watson,115.0,110.0,125.0,0.0139999999999999,2015-01-31
Tom Watson,135.0,115.0,115.0,-0.093,2015-08-08
Tomasz Drwal,275.0,250.0,250.0,-0.071,2007-09-08
Tomasz Drwal,-270.0,-300.0,-300.0,-0.0279999999999999,2009-01-17
Tomasz Drwal,-105.0,115.0,115.0,-0.034,2009-06-20
Tomasz Drwal,100.0,-125.0,-125.0,0.1369999999999999,2009-09-19
Tomasz Drwal,210.0,180.0,180.0,0.0579999999999999,2010-03-27
Tomasz Drwal,-150.0,-155.0,-155.0,0.021,2010-09-15
Tommy Hayden,260.0,280.0,280.0,0.0279999999999999,2012-01-20
Tommy Speer,135.0,135.0,135.0,0.0,2007-12-08
Tommy Speer,-280.0,-240.0,-240.0,-0.067,2008-04-02
Tony Desouza,110.0,130.0,130.0,0.087,2007-12-29
Tony Ferguson,110.0,-115.0,-115.0,0.122,2011-06-04
Tony Ferguson,-265.0,-340.0,-340.0,0.256,2011-09-24
Tony Ferguson,-300.0,-350.0,-350.0,0.187,2011-12-03
Tony Ferguson,-230.0,-320.0,-315.0,0.286,2012-05-05
Tony Ferguson,-305.0,-425.0,-420.0,0.278,2013-10-19
Tony Ferguson,-265.0,-330.0,-315.0,0.246,2014-05-24
Tony Ferguson,-265.0,-275.0,-265.0,0.162,2014-08-30
Tony Ferguson,-245.0,-325.0,-300.0,0.263,2014-12-06
Tony Ferguson,-210.0,-240.0,-235.0,0.161,2015-02-28
Tony Ferguson,-165.0,-300.0,-270.0,0.3379999999999999,2015-07-15
Tony Ferguson,-130.0,-160.0,-150.0,0.188,2015-12-11
Tony Ferguson,-600.0,-950.0,-800.0,-0.047,2016-07-13
Tony Ferguson,-120.0,118.0,120.0,-0.066,2016-11-05
Tony Ferguson,-185.0,-290.0,-275.0,0.2789999999999999,2017-10-07
Tony Ferguson,-265.0,-400.0,-340.0,0.273,2018-10-06
Tony Ferguson,-245.0,-220.0,-210.0,0.04,2019-06-08
Tony Ferguson,-180.0,-250.0,-230.0,0.136,2020-05-09
Tony Ferguson,-130.0,-186.0,-161.0,0.16,2020-12-12
Tony Ferguson,-125.0,124.0,130.0,-0.243,2021-05-15
Tony Ferguson,135.0,270.0,310.0,-0.289,2022-05-07
Tony Ferguson,135.0,-160.0,-138.0,0.262,2022-09-10
Tony Ferguson,240.0,270.0,300.0,-0.009,2023-07-30
Tony Ferguson,300.0,240.0,295.0,0.0279999999999999,2023-12-17
Tony Ferguson,350.0,340.0,410.0,-0.025,2024-08-03
Tony Gravely,175.0,-111.0,110.0,-0.382,2020-01-25
Tony Gravely,-160.0,-152.0,-129.0,0.0579999999999999,2020-11-14
Tony Gravely,-205.0,-425.0,-357.0,-0.182,2021-04-17
Tony Gravely,-225.0,-225.0,-185.0,0.026,2021-09-18
Tony Gravely,-170.0,-290.0,-250.0,-0.151,2022-01-22
Tony Gravely,-150.0,-139.0,-120.0,0.0579999999999999,2022-06-04
Tony Gravely,-110.0,136.0,150.0,0.205,2022-09-17
Tony Gravely,130.0,120.0,130.0,-0.031,2023-03-11
Tony Kelley,160.0,200.0,225.0,-0.11,2020-08-15
Tony Kelley,110.0,-172.0,-157.0,0.263,2020-10-10
Tony Kelley,-110.0,150.0,180.0,-0.268,2021-12-11
Tony Kelley,285.0,225.0,1000.0,-0.079,2022-06-18
Tony Martin,160.0,110.0,130.0,0.139,2014-02-01
Tony Martin,-140.0,-140.0,-140.0,0.111,2014-08-23
Tony Martin,125.0,-115.0,-105.0,0.177,2014-10-25
Tony Martin,140.0,-160.0,-160.0,0.352,2015-03-21
Tony Martin,-155.0,-155.0,-155.0,0.085,2016-01-30
Tony Martin,-190.0,-170.0,-163.0,-0.012,2017-01-15
Tony Martin,-130.0,-138.0,-125.0,0.099,2017-06-25
Tony Martin,135.0,-115.0,100.0,0.166,2017-09-16
Tony Martin,-175.0,-208.0,-200.0,0.142,2018-04-21
Tony Martin,185.0,105.0,110.0,0.2189999999999999,2018-10-06
Tony Sims,145.0,-123.0,-120.0,0.237,2015-06-27
Tony Sims,125.0,170.0,180.0,-0.079,2015-08-23
Tony Sims,-105.0,-155.0,-152.0,0.256,2016-01-02
Tonya Evinger,600.0,800.0,875.0,-0.005,2017-07-29
Tonya Evinger,185.0,160.0,162.0,0.104,2018-10-06
Tonya Evinger,-175.0,-400.0,-333.0,0.415,2019-06-01
Topnoi Kiwram,170.0,110.0,115.0,0.105,2022-10-23
Topnoi Kiwram,-120.0,-150.0,-150.0,0.091,2023-05-27
Tor Troeng,-350.0,-260.0,-240.0,-0.094,2013-04-06
Tor Troeng,160.0,210.0,230.0,0.188,2013-09-04
Tor Troeng,-260.0,-160.0,-155.0,0.152,2014-07-19
Tor Troeng,100.0,127.0,130.0,0.127,2014-10-04
Torrez Finney,-210.0,-360.0,-310.0,-0.14,2025-04-06
Toshiomi Kazama,240.0,115.0,145.0,-0.491,2022-06-09
Toshiomi Kazama,130.0,130.0,130.0,,2022-10-23
Toshiomi Kazama,260.0,350.0,450.0,0.28,2023-02-04
Toshiomi Kazama,150.0,130.0,140.0,-0.059,2023-08-26
Toshiomi Kazama,180.0,185.0,215.0,0.07,2024-08-10
Toshiomi Kazama,350.0,450.0,575.0,0.3,2025-08-09
Tracy Cortez,-185.0,-240.0,-213.0,-0.072,2019-11-16
Tracy Cortez,-305.0,-172.0,-147.0,0.193,2020-10-10
Tracy Cortez,-235.0,-350.0,-275.0,-0.085,2021-04-17
Tracy Cortez,-225.0,-180.0,-115.0,0.178,2022-05-07
Tracy Cortez,-127.0,-130.0,-118.0,0.0139999999999999,2023-09-17
Tracy Cortez,163.0,200.0,225.0,0.16,2024-07-14
Tracy Cortez,-185.0,-225.0,-210.0,-0.0579999999999999,2025-06-29
Travis Browne,-185.0,-190.0,-190.0,0.038,2010-06-19
Travis Browne,140.0,167.0,167.0,0.004,2010-10-16
Travis Browne,-140.0,-128.0,-128.0,0.083,2011-05-28
Travis Browne,-400.0,-420.0,-420.0,0.2,2011-09-24
Travis Browne,-185.0,-300.0,-300.0,0.3379999999999999,2012-04-21
Travis Browne,-280.0,-190.0,-185.0,-0.119,2012-10-05
Travis Browne,-210.0,-245.0,-225.0,0.161,2013-04-13
Travis Browne,200.0,140.0,150.0,0.155,2013-08-17
Travis Browne,150.0,125.0,135.0,0.084,2013-12-28
Travis Browne,-210.0,-230.0,-220.0,0.128,2014-04-19
Travis Browne,-270.0,-500.0,-450.0,0.412,2014-12-06
Travis Browne,-405.0,-500.0,-460.0,0.198,2015-05-23
Travis Browne,-190.0,-175.0,-170.0,0.0,2016-01-17
Travis Browne,220.0,270.0,295.0,-0.032,2016-07-09
Travis Browne,190.0,220.0,225.0,0.0069999999999999,2016-09-10
Travis Browne,-125.0,-115.0,-112.0,0.034,2017-02-19
Travis Browne,-180.0,-290.0,-275.0,-0.149,2017-07-08
Travis Lutter,347.0,240.0,240.0,-0.315,2008-04-19
Tresean Gore,-135.0,-175.0,-135.0,0.0139999999999999,2022-02-06
Tresean Gore,-105.0,-163.0,-111.0,-0.181,2022-07-09
Tresean Gore,185.0,134.0,140.0,0.099,2022-10-29
Tresean Gore,-175.0,-186.0,-170.0,-0.02,2024-11-09
Tresean Gore,225.0,225.0,240.0,0.01,2025-04-12
Tresean Gore,165.0,175.0,220.0,0.105,2025-08-03
Treston Vines,600.0,700.0,1100.0,0.313,2025-10-05
Trevin Giles,-315.0,-255.0,-250.0,-0.07,2017-07-08
Trevin Giles,-185.0,-285.0,-270.0,0.275,2017-12-09
Trevin Giles,-135.0,-200.0,-172.0,0.249,2019-05-18
Trevin Giles,-125.0,-172.0,-170.0,0.237,2019-08-03
Trevin Giles,125.0,-120.0,100.0,0.115,2020-02-08
Trevin Giles,-115.0,-124.0,-111.0,0.009,2020-11-07
Trevin Giles,130.0,-122.0,100.0,-0.225,2021-03-20
Trevin Giles,-130.0,-122.0,100.0,-0.1369999999999999,2021-07-10
Trevin Giles,135.0,-125.0,-105.0,-0.252,2022-01-22
Trevin Giles,-125.0,-210.0,-200.0,0.246,2022-09-10
Trevin Giles,-200.0,-230.0,-202.0,0.036,2022-09-17
Trevin Giles,-110.0,-112.0,110.0,-0.037,2023-03-25
Trevin Giles,225.0,250.0,295.0,-0.065,2023-07-30
Trevin Giles,-130.0,200.0,230.0,-0.52,2024-02-11
Trevin Giles,210.0,260.0,310.0,-0.074,2024-11-03
Trevin Jones,265.0,450.0,470.0,-0.087,2020-08-22
Trevin Jones,110.0,175.0,200.0,-0.24,2021-03-06
Trevin Jones,-300.0,-174.0,-148.0,0.181,2021-08-21
Trevin Jones,150.0,122.0,165.0,-0.033,2022-03-12
Trevin Jones,240.0,200.0,220.0,-0.111,2022-10-01
Trevin Jones,130.0,140.0,155.0,-0.067,2023-03-04
Trevor Peek,-200.0,-290.0,-190.0,-0.066,2023-02-25
Trevor Peek,-275.0,-275.0,-275.0,,2023-06-24
Trevor Peek,120.0,-205.0,-180.0,0.375,2023-10-21
Trevor Peek,160.0,125.0,145.0,-0.102,2024-04-06
Trevor Peek,-110.0,-125.0,105.0,0.018,2024-09-07
Trevor Smith,250.0,160.0,165.0,-0.331,2013-07-27
Trevor Smith,-155.0,-145.0,-130.0,0.046,2014-01-15
Trevor Smith,265.0,435.0,465.0,0.336,2014-04-11
Trevor Smith,180.0,140.0,145.0,0.152,2014-07-19
Trevor Smith,135.0,250.0,255.0,0.3339999999999999,2014-11-08
Trevor Smith,-105.0,-115.0,-115.0,0.108,2015-07-12
Trevor Smith,115.0,110.0,110.0,-0.024,2016-08-06
Trevor Smith,-110.0,160.0,170.0,-0.165,2016-12-09
Trevor Smith,150.0,130.0,130.0,-0.087,2017-05-28
Trevor Smith,250.0,310.0,320.0,0.157,2018-05-27
Trevor Smith,145.0,255.0,275.0,-0.183,2018-12-15
Trevor Smith,200.0,350.0,400.0,-0.141,2019-12-07
Trey Ogden,-155.0,190.0,200.0,-0.642,2022-09-10
Trey Ogden,200.0,275.0,375.0,-0.132,2022-09-17
Trey Ogden,160.0,130.0,160.0,0.031,2023-03-25
Trey Ogden,240.0,260.0,360.0,-0.09,2023-04-08
Trey Ogden,110.0,105.0,120.0,0.046,2023-11-18
Trey Ogden,-105.0,-150.0,-125.0,-0.118,2024-03-24
Trey Ogden,120.0,100.0,125.0,-0.033,2024-07-20
Trey Ogden,140.0,122.0,140.0,0.009,2025-01-11
Trey Ogden.,135.0,-148.0,-135.0,0.242,2022-04-16
Trey Waters,190.0,163.0,220.0,0.0069999999999999,2023-04-29
Trey Waters,-188.0,-166.0,-150.0,0.062,2024-05-11
Trey Waters,170.0,150.0,162.0,-0.059,2025-09-06
Tristan Connelly,240.0,365.0,400.0,-0.096,2019-09-14
Tristan Connelly,-125.0,175.0,200.0,-0.44,2021-04-24
Tristan Connelly,130.0,137.0,160.0,-0.0579999999999999,2022-04-30
Troy Mandaloniz,135.0,135.0,135.0,0.0,2007-12-08
Troy Mandaloniz,250.0,260.0,260.0,-0.017,2009-02-21
Tucker Lutz,-110.0,-140.0,-125.0,-0.083,2021-05-15
Tucker Lutz,130.0,-139.0,100.0,-0.273,2021-11-20
Tucker Lutz,150.0,165.0,165.0,0.057,2022-03-26
Tucker Lutz,-225.0,-310.0,-240.0,-0.072,2023-03-25
Tucker Lutz,163.0,125.0,140.0,0.115,2023-07-15
Tuco Tokkos,360.0,350.0,430.0,-0.018,2024-05-18
Tuco Tokkos,300.0,500.0,750.0,-0.123,2024-12-15
Tuco Tokkos,120.0,130.0,150.0,-0.027,2025-07-13
Tyler Diamond,-150.0,120.0,122.0,-0.287,2018-07-06
Tyler Toner,-270.0,-275.0,-275.0,-0.005,2010-12-04
Tyron Woodley,-145.0,-170.0,-160.0,0.14,2013-02-02
Tyron Woodley,-170.0,-215.0,-210.0,-0.081,2013-06-15
Tyron Woodley,-125.0,-130.0,-110.0,0.018,2013-11-16
Tyron Woodley,-110.0,175.0,185.0,-0.185,2014-03-15
Tyron Woodley,110.0,-104.0,105.0,0.105,2014-06-14
Tyron Woodley,-135.0,-210.0,-194.0,0.303,2014-08-23
Tyron Woodley,110.0,-225.0,-185.0,0.405,2015-01-31
Tyron Woodley,200.0,100.0,100.0,0.26,2016-07-30
Tyron Woodley,120.0,156.0,160.0,-0.078,2016-11-12
Tyron Woodley,105.0,-101.0,120.0,0.016,2017-03-04
Tyron Woodley,-210.0,-235.0,-220.0,-0.026,2017-07-29
Tyron Woodley,-160.0,-110.0,-105.0,-0.273,2018-09-08
Tyron Woodley,-145.0,-200.0,-190.0,0.2319999999999999,2019-03-02
Tyron Woodley,-145.0,-189.0,-185.0,-0.099,2020-05-30
Tyron Woodley,210.0,265.0,290.0,0.178,2020-09-19
Tyron Woodley,205.0,150.0,180.0,-0.142,2021-03-27
Tyson Griffin,,,,,2007-06-16
Tyson Griffin,-130.0,-145.0,-145.0,0.152,2007-09-22
Tyson Griffin,-360.0,-350.0,-350.0,0.006,2008-02-02
Tyson Griffin,-375.0,-300.0,-300.0,0.05,2008-07-05
Tyson Griffin,175.0,210.0,210.0,0.113,2008-10-25
Tyson Griffin,-325.0,-460.0,-460.0,-0.074,2009-04-01
Tyson Griffin,-215.0,-300.0,-300.0,0.27,2009-09-19
Tyson Griffin,-230.0,-180.0,-180.0,0.078,2010-06-12
Tyson Griffin,-210.0,-320.0,-320.0,-0.125,2010-08-01
Tyson Griffin,-205.0,-230.0,-230.0,-0.037,2010-11-20
Tyson Griffin,-205.0,-255.0,-255.0,-0.069,2011-06-26
Tyson Griffin,-320.0,-295.0,-295.0,0.02,2011-10-29
Tyson Nam,185.0,250.0,275.0,-0.053,2019-09-21
Tyson Nam,275.0,220.0,225.0,-0.161,2020-02-22
Tyson Nam,-245.0,-152.0,-125.0,-0.267,2020-06-13
Tyson Nam,-165.0,-227.0,-175.0,0.151,2020-09-19
Tyson Nam,-130.0,-125.0,-108.0,0.046,2021-01-20
Tyson Nam,,,,,2022-06-25
Tyson Nam,185.0,275.0,370.0,0.298,2022-08-13
Tyson Nam,-150.0,145.0,165.0,0.344,2023-03-11
Tyson Nam,,,,,2023-05-20
Tyson Nam,275.0,300.0,350.0,0.092,2023-07-15
Tyson Pedro,-105.0,-115.0,-112.0,0.1,2016-11-26
Tyson Pedro,130.0,-140.0,-118.0,0.24,2017-03-04
Tyson Pedro,100.0,-145.0,-140.0,0.231,2017-09-09
Tyson Pedro,-215.0,-300.0,-300.0,-0.099,2018-02-10
Tyson Pedro,-120.0,-145.0,-138.0,0.174,2018-06-23
Tyson Pedro,-210.0,-556.0,-525.0,0.492,2018-12-01
Tyson Pedro,,,,,2022-03-26
Tyson Pedro,-450.0,-900.0,-556.0,-0.06,2022-04-23
Tyson Pedro,-750.0,-1000.0,-770.0,0.015,2022-08-20
Tyson Pedro,-1000.0,-250.0,-205.0,0.233,2023-02-12
Tyson Pedro,-125.0,-110.0,108.0,-0.077,2023-09-10
Tyson Pedro,205.0,300.0,350.0,-0.134,2024-03-02
Ulka Sasaki,-365.0,-250.0,-240.0,-0.1639999999999999,2018-06-23
Ulka Sasaki,225.0,250.0,275.0,-0.016,2018-11-17
Ulysses Gomez,-240.0,-145.0,-120.0,-0.376,2012-08-04
Ulysses Gomez,-260.0,-205.0,-200.0,0.0,2013-02-16
Umar Nurmagomedov,-625.0,-625.0,-500.0,0.02,2021-01-20
Umar Nurmagomedov,-270.0,-1500.0,-900.0,0.556,2022-03-05
Umar Nurmagomedov,,,,,2022-05-14
Umar Nurmagomedov,-500.0,-1300.0,-900.0,-0.099,2022-06-25
Umar Nurmagomedov,,,,,2022-12-17
Umar Nurmagomedov,-200.0,-1050.0,-800.0,-0.356,2023-01-14
Umar Nurmagomedov,-715.0,-1667.0,-1200.0,0.3229999999999999,2024-03-02
Umar Nurmagomedov,-278.0,-395.0,-340.0,0.142,2024-08-03
Umar Nurmagomedov,-170.0,-298.0,-250.0,-0.157,2025-01-19
Umar Nurmagomedov,-430.0,-700.0,-560.0,-0.065,2025-10-25
Uran Satybaldiev,126.0,130.0,155.0,-0.045,2025-04-05
Uran Satybaldiev,-205.0,-110.0,-102.0,-0.45,2025-08-23
Uriah Hall,-385.0,-475.0,-460.0,-0.038,2013-08-17
Uriah Hall,-210.0,-340.0,-325.0,0.316,2013-12-28
Uriah Hall,-425.0,-310.0,-300.0,-0.147,2014-07-05
Uriah Hall,-210.0,-420.0,-400.0,-0.187,2015-05-23
Uriah Hall,-280.0,-325.0,-320.0,-0.036,2015-08-08
Uriah Hall,130.0,155.0,160.0,-0.027,2016-09-17
Uriah Hall,350.0,430.0,430.0,0.151,2016-11-19
Uriah Hall,170.0,170.0,175.0,0.011,2017-09-16
Uriah Hall,210.0,245.0,262.0,-0.009,2018-07-07
Uriah Hall,105.0,130.0,150.0,-0.126,2018-12-29
Uriah Hall,155.0,205.0,230.0,0.203,2019-09-14
Uriah Hall,-180.0,-275.0,-250.0,0.211,2020-10-31
Uriah Hall,-135.0,110.0,155.0,0.243,2021-04-24
Uriah Hall,155.0,163.0,180.0,0.0559999999999999,2021-07-31
Uriah Hall,190.0,252.0,285.0,0.212,2022-07-02
Urijah Faber,-195.0,-400.0,-400.0,0.44,2011-03-19
Urijah Faber,-120.0,170.0,170.0,0.321,2011-07-02
Urijah Faber,-195.0,-174.0,-174.0,0.034,2011-11-19
Urijah Faber,140.0,145.0,150.0,0.032,2012-07-21
Urijah Faber,-180.0,-370.0,-350.0,-0.217,2013-02-23
Urijah Faber,-420.0,-450.0,-440.0,-0.011,2013-04-13
Urijah Faber,-210.0,-260.0,-215.0,-0.039,2013-08-17
Urijah Faber,-160.0,-160.0,-150.0,0.012,2013-12-14
Urijah Faber,190.0,280.0,305.0,0.262,2014-02-01
Urijah Faber,-750.0,-705.0,-600.0,0.017,2014-07-05
Urijah Faber,-405.0,-925.0,-900.0,0.495,2014-12-06
Urijah Faber,260.0,421.0,425.0,0.312,2015-05-16
Urijah Faber,-505.0,-490.0,-450.0,0.074,2015-12-12
Urijah Faber,400.0,315.0,330.0,-0.182,2016-06-04
Urijah Faber,-130.0,140.0,150.0,-0.1889999999999999,2016-09-10
Urijah Faber,-400.0,-360.0,-340.0,0.0279999999999999,2016-12-17
Urijah Faber,155.0,275.0,320.0,-0.178,2019-07-13
Urijah Faber,185.0,375.0,385.0,-0.144,2019-12-14
Urijah Hall,-300.0,-310.0,-285.0,0.109,2013-04-13
Urijah Hall,-900.0,-1000.0,-900.0,0.25,2015-01-18
Urijah Hall,250.0,325.0,330.0,-0.0289999999999999,2015-09-26
Urijah Hall,-185.0,-162.0,-155.0,-0.025,2015-11-14
Uror Medir,112.0,170.0,185.0,-0.134,2023-07-29
Uros Medic,105.0,-205.0,-172.0,0.3,2021-03-06
Uros Medic,-185.0,-134.0,-110.0,0.153,2021-09-25
Uros Medic,130.0,100.0,125.0,-0.07,2022-05-21
Uros Medic,145.0,145.0,145.0,,2022-10-01
Uros Medic,120.0,-110.0,100.0,0.104,2023-11-18
Uros Medic,-230.0,-330.0,-270.0,-0.061,2024-04-27
Uros Medic,-165.0,-240.0,-225.0,-0.118,2025-01-12
Uros Medic,-300.0,-360.0,-300.0,0.05,2025-08-09
Uros Medic,-200.0,-190.0,-180.0,-0.067,2025-11-08
Vagner Rocha,280.0,325.0,325.0,0.106,2011-06-11
Vagner Rocha,-165.0,-185.0,-185.0,-0.043,2011-09-17
Vagner Rocha,175.0,155.0,155.0,0.123,2012-02-15
Vagner Rocha,265.0,385.0,420.0,-0.045,2014-11-07
Val Woodburn,1200.0,750.0,1100.0,0.015,2023-07-09
Val Woodburn,145.0,240.0,300.0,0.34,2024-02-18
Valentina Shevchenko,170.0,-105.0,-105.0,-0.3829999999999999,2015-12-19
Valentina Shevchenko,-140.0,-115.0,-110.0,0.091,2016-03-05
Valentina Shevchenko,250.0,155.0,165.0,0.165,2016-07-23
Valentina Shevchenko,-170.0,-190.0,-185.0,-0.037,2017-01-28
Valentina Shevchenko,-130.0,-145.0,-141.0,-0.0409999999999999,2017-09-09
Valentina Shevchenko,-705.0,-1100.0,-950.0,-0.04,2018-02-03
Valentina Shevchenko,-300.0,-333.0,-300.0,0.022,2018-12-08
Valentina Shevchenko,-1250.0,-1500.0,-1100.0,-0.005,2019-06-08
Valentina Shevchenko,-600.0,-1250.0,-1100.0,-0.076,2019-08-10
Valentina Shevchenko,-600.0,-1250.0,-870.0,-0.061,2020-02-08
Valentina Shevchenko,-750.0,-2500.0,-1300.0,-0.075,2020-11-21
Valentina Shevchenko,-335.0,-556.0,-450.0,-0.081,2021-04-24
Valentina Shevchenko,-720.0,-1900.0,-1250.0,-0.068,2021-09-25
Valentina Shevchenko,-600.0,-800.0,-500.0,-0.008,2022-06-12
Valentina Shevchenko,-550.0,-1200.0,-600.0,-0.062,2023-03-04
Valentina Shevchenko,-250.0,-225.0,-165.0,0.098,2023-09-17
Valentina Shevchenko,-107.0,105.0,110.0,0.074,2024-09-15
Valentina Shevchenko,-107.0,108.0,120.0,0.092,2025-05-11
Valerie Letourneau,-190.0,100.0,125.0,-0.4039999999999999,2014-06-14
Valerie Letourneau,-215.0,-125.0,-120.0,-0.305,2015-04-25
Valerie Letourneau,130.0,225.0,225.0,0.292,2015-08-23
Valerie Letourneau,675.0,850.0,925.0,0.001,2015-11-14
Valerie Letourneau,-170.0,-152.0,-150.0,0.045,2016-06-18
Valerie Letourneau,-180.0,-127.0,-120.0,-0.176,2016-12-10
Valmir Lazaro,120.0,175.0,185.0,0.214,2015-02-28
Valmir Lazaro,-125.0,115.0,120.0,0.174,2015-11-21
Valter Walker,-400.0,-260.0,-225.0,0.1169999999999999,2024-04-06
Valter Walker,-115.0,-145.0,-106.0,-0.02,2024-08-18
Valter Walker,-180.0,-370.0,-300.0,-0.196,2025-02-15
Valter Walker,180.0,175.0,200.0,0.0139999999999999,2025-07-12
Valter Walker,-350.0,-330.0,-275.0,-0.156,2025-10-11
Valter Walker,-350.0,-420.0,-357.0,0.072,2025-10-25
Vanessa Demopoulos,185.0,300.0,350.0,0.326,2021-08-28
Vanessa Demopoulos,100.0,-177.0,-140.0,-0.216,2022-01-22
Vanessa Demopoulos,250.0,180.0,200.0,-0.211,2022-06-25
Vanessa Demopoulos,130.0,-120.0,-105.0,-0.215,2022-11-19
Vanessa Demopoulos,,,,,2023-05-06
Vanessa Demopoulos,-104.0,105.0,122.0,0.075,2023-05-20
Vanessa Demopoulos,180.0,290.0,320.0,0.307,2023-10-07
Vanessa Demopoulos,240.0,290.0,320.0,-0.062,2024-05-18
Vanessa Demopoulos,380.0,210.0,245.0,-0.481,2024-09-07
Vanessa Demopoulos,-150.0,-112.0,-105.0,0.131,2025-04-05
Vanessa Demopoulos,310.0,430.0,470.0,0.26,2025-06-14
Vanessa Melo,325.0,400.0,450.0,-0.0289999999999999,2019-09-21
Vanessa Melo,145.0,175.0,205.0,-0.072,2019-11-16
Vanessa Melo,160.0,240.0,270.0,0.276,2020-07-11
Vanessa Melo,165.0,130.0,187.0,-0.009,2021-01-16
Vaughan Lee,160.0,188.0,188.0,0.0969999999999999,2011-11-05
Vaughan Lee,280.0,260.0,260.0,-0.0559999999999999,2012-02-25
Vaughan Lee,320.0,360.0,370.0,0.0969999999999999,2012-07-11
Vaughan Lee,-180.0,-145.0,-127.0,0.104,2013-02-16
Vaughan Lee,300.0,325.0,380.0,0.1169999999999999,2013-06-08
Vaughan Lee,140.0,150.0,150.0,0.04,2014-03-01
Vaughan Lee,270.0,285.0,305.0,0.063,2014-05-31
Vaughan Lee,125.0,115.0,125.0,-0.023,2015-07-18
Vernon Ramos,-185.0,-170.0,-170.0,0.03,2015-11-21
Veronica Hardy,130.0,143.0,170.0,-0.035,2023-12-02
Veronica Hardy,-148.0,-125.0,-117.0,0.083,2024-05-11
Veronica Hardy,-135.0,100.0,118.0,0.171,2024-11-16
Veronica Hardy,-549.0,-925.0,-649.0,-0.053,2025-10-04
