Matchup,Open,Closing Range Start,Closing Range End,Movement,Date
Tamdan McCrory,-245.0,-160.0,-160.0,0.133,2016-10-01
Tamires Vidal,-235.0,-139.0,-105.0,0.214,2022-11-05
Tamires Vidal,-200.0,-275.0,-225.0,-0.077,2023-09-23
Tamires Vidal,310.0,275.0,310.0,0.009,2024-05-18
Tamires Vidal,170.0,200.0,210.0,-0.068,2024-10-19
Tanner Boser,190.0,-150.0,-139.0,-0.716,2019-10-18
Tanner Boser,220.0,450.0,470.0,0.425,2019-12-21
Tanner Boser,-115.0,100.0,110.0,0.088,2020-06-27
Tanner Boser,-210.0,-250.0,-228.0,0.128,2020-07-25
Tanner Boser,-260.0,-400.0,-365.0,-0.099,2020-11-07
Tanner Boser,-180.0,-180.0,-172.0,0.01,2021-06-05
Tanner Boser,-115.0,-430.0,-188.0,0.285,2021-06-26
Tanner Boser,360.0,375.0,375.0,0.032,2022-04-23
Tanner Boser,-220.0,-180.0,-165.0,0.074,2022-09-17
Tanner Boser,-160.0,103.0,110.0,0.215,2023-04-15
Tanner Boser,,,,,2023-07-15
Tanner Boser,-175.0,-163.0,-126.0,-0.142,2023-08-06
Tarec Saffiedine,-175.0,-240.0,-225.0,0.198,2014-01-04
Tarec Saffiedine,250.0,360.0,380.0,-0.043,2014-10-04
Tarec Saffiedine,-170.0,-265.0,-255.0,0.281,2016-01-30
Tarec Saffiedine,-120.0,107.0,115.0,-0.04,2016-05-29
Tarec Saffiedine,105.0,120.0,125.0,0.006,2016-12-30
Tarec Saffiedine,155.0,170.0,175.0,-0.0139999999999999,2017-06-17
Tateki Matsuda,210.0,385.0,435.0,0.392,2014-09-05
Tateki Matsuda,110.0,186.0,210.0,0.295,2015-01-18
Tatiana Suarez,-405.0,-370.0,-360.0,0.021,2016-07-08
Tatiana Suarez,-265.0,-285.0,-262.0,0.144,2017-11-11
Tatiana Suarez,-110.0,-600.0,-550.0,-0.626,2018-05-19
Tatiana Suarez,-350.0,-420.0,-400.0,-0.034,2018-09-08
Tatiana Suarez,-515.0,-800.0,-714.0,-0.055,2019-06-08
Tatiana Suarez,-700.0,-950.0,-705.0,-0.018,2023-02-25
Tatiana Suarez,-450.0,-400.0,-370.0,0.0289999999999999,2023-08-06
Tatiana Suarez,172.0,-160.0,105.0,-0.5870000000000001,2025-02-09
Tatiana Suarez,-275.0,-480.0,-420.0,-0.1169999999999999,2025-09-13
Tatsuro Taira,-260.0,-260.0,-225.0,-0.063,2022-04-30
Tatsuro Taira,-250.0,-350.0,-300.0,0.124,2022-05-14
Tatsuro Taira,-270.0,-305.0,-240.0,-0.034,2022-10-15
Tatsuro Taira,,,,,2023-01-14
Tatsuro Taira,-800.0,-1800.0,-1250.0,-0.05,2023-02-04
Tatsuro Taira,-910.0,-2000.0,-800.0,0.084,2023-07-09
Tatsuro Taira,-325.0,-650.0,-549.0,0.312,2023-12-10
Tatsuro Taira,-170.0,-265.0,-225.0,0.18,2024-06-15
Tatsuro Taira,-195.0,-333.0,-290.0,0.271,2024-10-13
Tatsuro Taira,-275.0,-275.0,-275.0,,2025-08-02
Tatsuya Kawajiri,-210.0,-105.0,-102.0,-0.402,2014-01-04
Tatsuya Kawajiri,-155.0,116.0,130.0,-0.247,2014-04-11
Tatsuya Kawajiri,-105.0,130.0,135.0,0.162,2015-06-20
Tatsuya Kawajiri,-265.0,-280.0,-275.0,-0.013,2015-12-11
Tatsuya Kawajiri,265.0,295.0,295.0,0.015,2016-02-21
Tatsuya Kawajiri,175.0,270.0,280.0,0.267,2016-08-06
Taylor Lapilus,-215.0,-153.0,-150.0,0.1159999999999999,2015-04-11
Taylor Lapilus,190.0,240.0,265.0,0.178,2015-06-20
Taylor Lapilus,140.0,120.0,130.0,-0.067,2015-11-21
Taylor Lapilus,-170.0,-160.0,-153.0,0.03,2016-09-03
Taylor Lapilus,-350.0,-275.0,-275.0,0.057,2022-09-03
Taylor Lapilus,-159.0,-176.0,-160.0,0.054,2023-09-02
Taylor Lapilus,164.0,220.0,270.0,0.214,2024-01-13
Taylor Lapilus,-200.0,-290.0,-270.0,-0.1009999999999999,2024-06-08
Taylor Lapilus,-345.0,-400.0,-335.0,-0.016,2024-09-28
Te Edwards,225.0,-556.0,-450.0,0.722,2018-10-27
Te Edwards,130.0,-139.0,-112.0,0.214,2019-01-19
Tecia Pennington,122.0,120.0,130.0,0.022,2024-05-11
Tecia Pennington,110.0,-195.0,-165.0,-0.353,2024-10-05
Tecia Pennington,-395.0,-335.0,-280.0,0.046,2025-05-17
Tecia Torres,-600.0,-740.0,-700.0,0.242,2014-12-12
Tecia Torres,-315.0,-255.0,-235.0,-0.098,2015-06-13
Tecia Torres,-265.0,-290.0,-285.0,-0.022,2015-12-12
Tecia Torres,100.0,135.0,140.0,-0.05,2016-04-16
Tecia Torres,-280.0,-450.0,-415.0,0.304,2017-02-04
Tecia Torres,-270.0,-500.0,-470.0,0.396,2017-07-07
Tecia Torres,-180.0,-250.0,-230.0,0.208,2017-12-02
Tecia Torres,210.0,188.0,210.0,0.054,2018-02-24
Tecia Torres,265.0,260.0,270.0,0.04,2018-07-28
Tecia Torres,125.0,110.0,140.0,0.0,2019-03-02
Tecia Torres,-155.0,-172.0,-150.0,0.093,2019-08-10
Tecia Torres,142.0,187.0,200.0,0.171,2020-06-20
Tecia Torres,-450.0,-625.0,-550.0,0.156,2020-12-12
Tecia Torres,100.0,-165.0,-138.0,0.206,2021-08-07
Tecia Torres,-110.0,-105.0,110.0,-0.053,2022-04-09
Tecia Torres,120.0,123.0,124.0,-0.023,2024-05-11
Teemu Packalen,-140.0,-140.0,-140.0,0.091,2015-07-18
Teemu Packalen,-110.0,-105.0,100.0,0.031,2016-02-27
Teemu Packalen,220.0,149.0,155.0,-0.27,2017-03-18
Teemu Packalen,225.0,165.0,170.0,0.119,2019-09-07
Tereza Bleda,-120.0,130.0,143.0,-0.251,2022-11-19
Tereza Bleda,-275.0,-260.0,-225.0,0.036,2023-06-17
Terrance McKinney,320.0,130.0,180.0,-0.634,2021-06-12
Terrance McKinney,-180.0,-111.0,102.0,-0.375,2021-11-20
Terrance McKinney,-110.0,-111.0,125.0,-0.0289999999999999,2022-02-26
Terrance McKinney,130.0,120.0,145.0,0.004,2022-03-12
Terrance McKinney,-400.0,-1400.0,-835.0,-0.132,2022-08-06
Terrance McKinney,-131.0,-125.0,-108.0,0.046,2023-01-21
Terrance McKinney,120.0,120.0,145.0,0.012,2023-07-15
Terrance McKinney,-360.0,-351.0,-270.0,0.049,2023-08-12
Terrance McKinney,-450.0,-769.0,-500.0,-0.047,2023-10-14
Terrance McKinney,164.0,120.0,140.0,0.083,2024-05-11
Terrance McKinney,-455.0,-650.0,-550.0,-0.047,2025-02-01
Terrance McKinney,-205.0,-180.0,-163.0,0.061,2025-06-29
Terrance Saeteurn,112.0,-118.0,-110.0,0.102,2025-08-22
Terrence Mitchell,164.0,450.0,550.0,0.573,2023-09-17
Terrence Mitchell.,350.0,400.0,460.0,-0.047,2023-07-08
Terrion Ware,190.0,205.0,210.0,0.023,2017-07-08
Terrion Ware,235.0,190.0,195.0,0.0819999999999999,2017-12-01
Terrion Ware,250.0,320.0,345.0,-0.033,2018-03-17
Terrion Ware,250.0,425.0,430.0,0.337,2018-09-15
Terry Etim,155.0,145.0,145.0,0.022,2007-09-08
Terry Etim,180.0,195.0,195.0,-0.02,2008-05-24
Terry Etim,260.0,225.0,225.0,0.047,2008-10-18
Terry Etim,-250.0,-255.0,-255.0,0.017,2009-02-21
Terry Etim,-270.0,-320.0,-320.0,0.1939999999999999,2009-06-13
Terry Etim,-370.0,-370.0,-370.0,,2009-11-14
Terry Etim,-185.0,-135.0,-135.0,-0.089,2010-04-10
Terry Etim,-610.0,-660.0,-660.0,0.18,2011-11-05
Terry Etim,210.0,275.0,275.0,-0.054,2012-01-14
Terry Etim,-350.0,-360.0,-355.0,0.146,2013-02-16
Terry Martin,-200.0,-240.0,-240.0,0.133,2007-09-19
Terry Martin,-210.0,-225.0,-225.0,0.035,2008-02-02
Teruto Ishihara,175.0,240.0,245.0,0.198,2015-09-26
Teruto Ishihara,190.0,150.0,155.0,0.128,2016-03-05
Teruto Ishihara,-260.0,-230.0,-230.0,0.035,2016-08-06
Teruto Ishihara,-260.0,-265.0,-260.0,-0.003,2016-11-19
Teruto Ishihara,-280.0,-345.0,-344.0,-0.052,2017-07-07
Teruto Ishihara,-175.0,-162.0,-155.0,0.017,2017-09-22
Teruto Ishihara,145.0,135.0,143.0,-0.025,2018-02-10
Teruto Ishihara,250.0,445.0,450.0,-0.099,2018-06-23
Teruto Ishihara,225.0,285.0,300.0,0.171,2019-02-09
Thales Leites,,,,,2007-06-23
Thales Leites,-240.0,-290.0,-290.0,0.188,2007-08-25
Thales Leites,120.0,180.0,180.0,-0.146,2008-06-07
Thales Leites,-490.0,-440.0,-440.0,-0.011,2008-10-25
Thales Leites,330.0,475.0,475.0,-0.0409999999999999,2009-04-18
Thales Leites,-275.0,-365.0,-365.0,0.222,2009-08-08
Thales Leites,-140.0,-160.0,-150.0,0.149,2013-08-03
Thales Leites,-185.0,-185.0,-175.0,0.01,2013-11-16
Thales Leites,-385.0,-565.0,-545.0,0.336,2014-04-11
Thales Leites,110.0,180.0,190.0,-0.129,2014-08-23
Thales Leites,-270.0,-310.0,-300.0,0.205,2015-01-31
Thales Leites,100.0,113.0,115.0,0.065,2015-07-18
Thales Leites,185.0,250.0,275.0,0.215,2016-02-27
Thales Leites,-270.0,-180.0,-175.0,-0.1369999999999999,2016-08-06
Thales Leites,-160.0,-135.0,-135.0,-0.023,2016-11-19
Thales Leites,-125.0,-127.0,-125.0,0.092,2017-04-22
Thales Leites,145.0,153.0,155.0,0.016,2017-10-07
Thales Leites,160.0,110.0,114.0,0.16,2018-05-12
Thales Leites,-165.0,-160.0,-155.0,0.016,2018-09-22
Thanongsaklek Chuwattana,-115.0,105.0,105.0,-0.085,2022-10-23
The Korean Zombie,,,,,2023-08-26
Themba Gorimbo,140.0,230.0,310.0,-0.252,2023-02-18
Themba Gorimbo,-165.0,-142.0,-121.0,0.092,2023-05-20
Themba Gorimbo,-325.0,-250.0,-190.0,-0.254,2024-02-03
Themba Gorimbo,-250.0,-145.0,-122.0,-0.432,2024-05-19
Themba Gorimbo,-275.0,-400.0,-290.0,-0.04,2024-10-12
Themba Gorimbo,-250.0,-175.0,-150.0,-0.165,2024-12-08
Themba Gorimbo,-180.0,-166.0,-138.0,-0.138,2025-11-01
Thiago Alves,-165.0,-230.0,-230.0,0.2239999999999999,2007-09-19
Thiago Alves,-195.0,-190.0,-190.0,0.019,2007-11-17
Thiago Alves,200.0,130.0,130.0,0.1689999999999999,2008-04-02
Thiago Alves,200.0,190.0,190.0,0.035,2008-06-07
Thiago Alves,-190.0,-110.0,-110.0,-0.31,2008-10-25
Thiago Alves,195.0,250.0,250.0,0.0,2009-07-11
Thiago Alves,-140.0,-126.0,-126.0,0.0279999999999999,2010-08-07
Thiago Alves,-295.0,-300.0,-300.0,0.095,2010-12-11
Thiago Alves,-215.0,-230.0,-230.0,0.129,2011-05-28
Thiago Alves,-360.0,-335.0,-335.0,0.086,2011-11-05
Thiago Alves,-135.0,-145.0,-145.0,0.128,2012-03-02
Thiago Alves,-350.0,-525.0,-480.0,0.3229999999999999,2014-04-19
Thiago Alves,105.0,115.0,130.0,0.02,2015-01-31
Thiago Alves,150.0,275.0,290.0,-0.178,2015-05-30
Thiago Alves,-175.0,-155.0,-153.0,-0.004,2016-11-12
Thiago Alves,170.0,110.0,111.0,-0.28,2017-04-08
Thiago Alves,-160.0,-151.0,-150.0,0.004,2018-02-18
Thiago Alves,175.0,345.0,350.0,0.386,2018-09-15
Thiago Alves,170.0,155.0,170.0,0.063,2019-02-02
Thiago Alves,-185.0,-128.0,-125.0,-0.201,2019-05-11
Thiago Alves,130.0,215.0,225.0,-0.181,2019-12-07
Thiago Moises,150.0,133.0,140.0,0.0559999999999999,2018-11-10
Thiago Moises,-150.0,-135.0,-125.0,0.064,2019-05-11
Thiago Moises,285.0,175.0,185.0,0.145,2019-08-31
Thiago Moises,-155.0,-113.0,-105.0,0.138,2020-05-13
Thiago Moises,145.0,240.0,251.0,0.294,2020-10-31
Thiago Moises,120.0,175.0,187.0,0.217,2021-02-27
Thiago Moises,375.0,500.0,660.0,0.268,2021-07-17
Thiago Moises,-200.0,-290.0,-240.0,-0.084,2021-11-13
Thiago Moises,-300.0,-270.0,-225.0,0.049,2022-06-25
Thiago Moises,-300.0,-460.0,-365.0,-0.071,2023-01-21
Thiago Moises,-120.0,130.0,180.0,-0.262,2023-09-02
Thiago Moises,-360.0,-380.0,-315.0,0.013,2024-03-16
Thiago Moises,-110.0,-102.0,110.0,-0.019,2024-06-08
Thiago Moises,-165.0,-175.0,-145.0,0.009,2025-01-11
Thiago Moises,-122.0,-103.0,110.0,0.104,2025-05-17
Thiago Perpetuo,135.0,125.0,140.0,-0.009,2013-11-09
Thiago Perpetuo,-120.0,-143.0,-135.0,-0.066,2014-03-23
Thiago Santos,310.0,375.0,410.0,0.168,2013-08-03
Thiago Santos,435.0,600.0,660.0,0.267,2014-03-23
Thiago Santos,305.0,250.0,255.0,-0.147,2014-07-05
Thiago Santos,-115.0,-183.0,-175.0,-0.1989999999999999,2015-01-31
Thiago Santos,-170.0,-180.0,-175.0,-0.017,2015-06-27
Thiago Santos,190.0,185.0,195.0,0.0,2015-12-10
Thiago Santos,-315.0,-360.0,-360.0,-0.031,2016-05-14
Thiago Santos,235.0,245.0,250.0,0.037,2016-07-09
Thiago Santos,-505.0,-800.0,-750.0,-0.061,2016-09-24
Thiago Santos,-170.0,-165.0,-152.0,0.025,2017-02-19
Thiago Santos,120.0,-160.0,-155.0,-0.347,2017-07-08
Thiago Santos,-150.0,-114.0,-110.0,0.119,2017-10-28
Thiago Santos,-230.0,-255.0,-245.0,-0.025,2018-02-03
Thiago Santos,-185.0,-164.0,-160.0,0.047,2018-04-21
Thiago Santos,-275.0,-340.0,-335.0,-0.052,2018-08-04
Thiago Santos,-150.0,-200.0,-186.0,-0.098,2018-09-22
Thiago Santos,-185.0,-190.0,-185.0,-0.006,2018-12-08
Thiago Santos,-140.0,-130.0,-125.0,0.038,2019-02-23
Thiago Santos,625.0,400.0,485.0,-0.363,2019-07-06
Thiago Santos,-220.0,-250.0,-240.0,-0.032,2020-11-07
Thiago Santos,185.0,145.0,170.0,-0.1,2021-03-06
Thiago Santos,-160.0,-161.0,-145.0,-0.018,2021-10-02
Thiago Santos,134.0,400.0,520.0,0.586,2022-03-12
Thiago Santos,210.0,225.0,285.0,0.134,2022-08-06
Thiago Silva,-335.0,-300.0,-300.0,-0.071,2007-09-08
Thiago Silva,160.0,145.0,145.0,0.088,2007-11-17
Thiago Silva,-750.0,-700.0,-700.0,-0.042,2008-05-24
Thiago Silva,180.0,210.0,210.0,0.0969999999999999,2009-01-31
Thiago Silva,170.0,115.0,115.0,0.186,2009-08-29
Thiago Silva,125.0,168.0,168.0,0.16,2010-01-02
Thiago Silva,-155.0,-135.0,-135.0,0.055,2011-01-01
Thiago Silva,160.0,240.0,240.0,0.235,2012-04-14
Thiago Silva,-325.0,-360.0,-345.0,0.142,2012-11-10
Thiago Silva,110.0,175.0,190.0,-0.134,2013-06-08
Thiago Silva,-285.0,-400.0,-380.0,0.2739999999999999,2013-10-09
Thiago Tavares,-110.0,125.0,125.0,0.152,2007-09-22
Thiago Tavares,-750.0,-650.0,-650.0,0.018,2008-01-23
Thiago Tavares,-475.0,-440.0,-440.0,0.0289999999999999,2008-06-07
Thiago Tavares,-300.0,-270.0,-270.0,0.027,2008-09-06
Thiago Tavares,-120.0,-125.0,-125.0,-0.019,2009-01-31
Thiago Tavares,-260.0,-220.0,-220.0,0.048,2010-01-11
Thiago Tavares,-290.0,-280.0,-280.0,0.009,2010-09-25
Thiago Tavares,-130.0,105.0,105.0,0.1369999999999999,2011-03-03
Thiago Tavares,-210.0,-185.0,-185.0,0.042,2011-08-27
Thiago Tavares,-110.0,-125.0,-125.0,-0.061,2012-01-14
Thiago Tavares,110.0,175.0,175.0,0.236,2013-01-19
Thiago Tavares,-210.0,-270.0,-245.0,-0.064,2013-11-09
Thiago Tavares,-165.0,-142.0,-135.0,0.066,2014-08-16
Thiago Tavares,-190.0,-145.0,-145.0,-0.111,2015-06-06
Thiago Tavares,135.0,145.0,160.0,0.071,2015-11-07
Thiago Tavares,130.0,175.0,180.0,0.173,2016-07-08
Thibault Gouti,-130.0,-115.0,-110.0,0.031,2016-02-27
Thibault Gouti,235.0,330.0,375.0,-0.071,2016-06-18
Thibault Gouti,190.0,265.0,290.0,-0.043,2016-08-27
Thibault Gouti,135.0,145.0,155.0,0.004,2017-09-02
Thibault Gouti,170.0,300.0,313.0,-0.153,2018-02-18
Thibault Gouti,250.0,550.0,600.0,-0.148,2018-10-27
Thomas Almeida,-350.0,-400.0,-365.0,-0.02,2014-11-08
Thomas Almeida,-505.0,-420.0,-400.0,0.037,2015-04-25
Thomas Almeida,-445.0,-700.0,-700.0,-0.072,2015-07-11
Thomas Almeida,-475.0,-550.0,-525.0,-0.021,2015-11-07
Thomas Almeida,-260.0,-200.0,-200.0,-0.037,2016-05-29
Thomas Almeida,-265.0,-300.0,-300.0,-0.033,2016-11-19
Thomas Almeida,160.0,160.0,173.0,0.026,2017-07-22
Thomas Almeida,-175.0,-145.0,-140.0,0.075,2018-01-20
Thomas Almeida,-190.0,-140.0,-134.0,0.115,2020-10-17
Thomas Almeida,210.0,250.0,310.0,0.182,2021-03-27
Thomas Egan,180.0,200.0,200.0,0.0,2009-01-17
Thomas Gifford,175.0,350.0,375.0,-0.16,2019-04-27
Thomas Gifford,150.0,240.0,255.0,0.28,2019-10-12
Thomas Petersen,-275.0,-180.0,-170.0,-0.2239999999999999,2024-02-03
Thomas Petersen,110.0,-115.0,110.0,0.109,2024-07-20
Thomas Petersen,295.0,250.0,280.0,-0.065,2025-02-01
Thomas Petersen,-350.0,-278.0,-250.0,-0.104,2025-05-03
Thomas Petersen,190.0,200.0,250.0,0.105,2025-10-11
Tiago Dos Santos,-185.0,-305.0,-300.0,0.325,2014-07-26
Tiago Trator,-175.0,-225.0,-225.0,0.211,2015-02-22
Tiago Trator,145.0,125.0,125.0,0.088,2015-09-05
Tiago Trator,125.0,147.0,165.0,-0.03,2016-12-09
Tiequan Zhang,-265.0,-300.0,-300.0,0.129,2011-02-26
Tiequan Zhang,-160.0,-135.0,-135.0,0.022,2011-10-08
Tiequan Zhang,-320.0,-196.0,-196.0,-0.21,2012-02-25
Tiequan Zhang,100.0,270.0,285.0,-0.304,2012-11-10
Tim Boetsch,185.0,230.0,230.0,-0.054,2008-02-02
Tim Boetsch,170.0,180.0,180.0,-0.0069999999999999,2008-04-02
Tim Boetsch,-430.0,-400.0,-400.0,0.0139999999999999,2008-09-06
Tim Boetsch,-150.0,-170.0,-170.0,-0.049,2009-03-07
Tim Boetsch,-400.0,-350.0,-350.0,0.0279999999999999,2010-08-07
Tim Boetsch,445.0,425.0,425.0,0.045,2010-11-20
Tim Boetsch,135.0,115.0,115.0,-0.093,2011-05-28
Tim Boetsch,110.0,-192.0,-192.0,0.381,2011-09-24
Tim Boetsch,-320.0,365.0,365.0,-1.733,2012-02-25
Tim Boetsch,200.0,280.0,285.0,0.217,2012-07-21
Tim Boetsch,-145.0,-145.0,-125.0,0.068,2012-12-29
Tim Boetsch,-120.0,-120.0,-110.0,0.061,2013-07-06
Tim Boetsch,-170.0,-150.0,-145.0,0.052,2013-10-19
Tim Boetsch,400.0,725.0,800.0,-0.063,2014-04-26
Tim Boetsch,190.0,255.0,285.0,-0.036,2014-08-16
Tim Boetsch,190.0,260.0,270.0,0.205,2015-01-31
Tim Boetsch,-170.0,-205.0,-185.0,-0.05,2015-06-06
Tim Boetsch,-190.0,-170.0,-170.0,0.039,2016-01-17
Tim Boetsch,165.0,205.0,220.0,-0.05,2016-07-13
Tim Boetsch,170.0,125.0,125.0,-0.2,2016-11-12
Tim Boetsch,455.0,450.0,475.0,0.0139999999999999,2017-02-11
Tim Boetsch,175.0,125.0,140.0,-0.18,2017-06-25
Tim Boetsch,220.0,205.0,220.0,-0.022,2018-04-14
Tim Boetsch,170.0,132.0,137.0,-0.149,2019-03-09
Tim Credeur,-350.0,-440.0,-440.0,0.222,2008-07-19
Tim Credeur,-165.0,-140.0,-140.0,-0.068,2008-12-10
Tim Credeur,-130.0,-105.0,-105.0,-0.07,2009-04-01
Tim Credeur,210.0,230.0,230.0,0.021,2009-09-16
Tim Credeur,-125.0,110.0,110.0,0.143,2011-06-04
Tim Elliott,320.0,405.0,440.0,0.1969999999999999,2012-05-05
Tim Elliott,-170.0,-195.0,-190.0,-0.046,2012-12-15
Tim Elliott,-160.0,-240.0,-230.0,-0.14,2013-08-31
Tim Elliott,-210.0,-170.0,-160.0,0.081,2013-11-16
Tim Elliott,100.0,-132.0,-120.0,-0.115,2015-02-14
Tim Elliott,500.0,600.0,650.0,0.172,2016-12-03
Tim Elliott,-230.0,-185.0,-174.0,0.078,2017-04-15
Tim Elliott,-150.0,-190.0,-170.0,-0.071,2017-06-10
Tim Elliott,-230.0,-200.0,-190.0,0.052,2017-12-30
Tim Elliott,160.0,155.0,162.0,-0.004,2019-10-12
Tim Elliott,160.0,125.0,130.0,-0.145,2020-01-18
Tim Elliott,-180.0,-152.0,-138.0,0.085,2020-05-30
Tim Elliott,-190.0,-164.0,-155.0,0.0579999999999999,2020-07-15
Tim Elliott,-130.0,-164.0,-125.0,-0.053,2021-03-06
Tim Elliott,135.0,150.0,168.0,0.093,2021-10-09
Tim Elliott,400.0,320.0,360.0,-0.152,2023-10-21
Tim Elliott,-180.0,-170.0,-140.0,0.047,2023-12-10
Tim Elliott,225.0,245.0,265.0,0.0819999999999999,2025-08-17
Tim Gorman,195.0,270.0,285.0,0.22,2014-04-16
Tim Gorman,250.0,328.0,330.0,-0.02,2014-11-08
Tim Hague,250.0,290.0,290.0,0.103,2009-05-23
Tim Hague,100.0,170.0,170.0,0.259,2009-08-29
Tim Hague,160.0,170.0,170.0,0.037,2010-02-06
Tim Hague,-270.0,-230.0,-230.0,0.045,2010-05-08
Tim Hague,200.0,230.0,230.0,0.091,2011-01-22
Tim Kennedy,-120.0,-160.0,-155.0,0.23,2013-07-06
Tim Kennedy,-310.0,-400.0,-380.0,-0.053,2013-11-06
Tim Kennedy,125.0,175.0,185.0,0.196,2014-04-16
Tim Kennedy,-130.0,-133.0,-130.0,0.12,2014-09-27
Tim Kennedy,-170.0,-125.0,-122.0,-0.127,2016-12-10
Tim McKenzie,145.0,170.0,170.0,0.093,2009-04-01
Tim Means,160.0,115.0,115.0,-0.209,2012-02-15
Tim Means,-150.0,-152.0,-130.0,0.027,2012-06-08
Tim Means,125.0,100.0,100.0,-0.125,2013-04-20
Tim Means,125.0,230.0,245.0,-0.181,2013-07-27
Tim Means,-185.0,-305.0,-300.0,-0.158,2014-05-10
Tim Means,-305.0,-205.0,-179.0,-0.1989999999999999,2014-07-26
Tim Means,-290.0,-190.0,-170.0,0.135,2014-12-20
Tim Means,-140.0,-160.0,-155.0,-0.05,2015-02-28
Tim Means,-155.0,-155.0,-150.0,0.077,2015-04-18
Tim Means,150.0,130.0,132.0,0.0819999999999999,2015-07-11
Tim Means,-350.0,-410.0,-375.0,-0.025,2015-12-10
Tim Means,-380.0,-435.0,-420.0,-0.024,2016-08-20
Tim Means,-140.0,120.0,127.0,-0.18,2016-12-30
Tim Means,-165.0,-210.0,-205.0,0.182,2017-03-11
Tim Means,-260.0,-310.0,-275.0,-0.032,2017-06-25
Tim Means,-230.0,-225.0,-210.0,0.016,2017-11-18
Tim Means,-260.0,-205.0,-190.0,-0.0409999999999999,2018-02-03
Tim Means,-185.0,-400.0,-340.0,-0.208,2018-11-30
Tim Means,-115.0,-213.0,-190.0,-0.255,2019-03-09
Tim Means,-160.0,-278.0,-255.0,-0.181,2019-12-07
Tim Means,-190.0,-360.0,-330.0,0.346,2020-02-15
Tim Means,135.0,122.0,140.0,-0.026,2020-08-08
Tim Means,130.0,-105.0,102.0,0.087,2020-11-21
Tim Means,-200.0,-380.0,-125.0,0.081,2021-06-26
Tim Means,-146.0,-200.0,-184.0,-0.108,2022-02-05
Tim Means,260.0,250.0,300.0,0.053,2022-06-18
Tim Means,130.0,150.0,166.0,-0.096,2022-10-29
Tim Means,275.0,170.0,188.0,-0.3389999999999999,2023-05-13
Tim Means,163.0,130.0,145.0,-0.11,2023-09-23
Tim Means,190.0,210.0,250.0,-0.061,2024-04-27
Tim Means,-230.0,-218.0,-195.0,-0.0819999999999999,2024-10-05
Tim Sylvia,170.0,140.0,140.0,-0.125,2007-10-20
Tim Sylvia,175.0,160.0,160.0,0.062,2008-02-02
Tim Williams,215.0,267.0,280.0,-0.068,2018-02-18
Tim Williams,200.0,775.0,825.0,-0.255,2018-08-25
Timmy Cuamba,155.0,-115.0,100.0,0.182,2025-11-01
Timothy Cuamba,164.0,143.0,166.0,0.0289999999999999,2024-02-10
Timothy Cuamba,-175.0,-200.0,-190.0,0.065,2024-06-15
Timothy Cuamba,-105.0,-110.0,-102.0,0.008,2025-04-26
Timothy Elliott,285.0,395.0,400.0,-0.032,2014-04-26
Timothy Elliott,235.0,180.0,200.0,0.043,2022-03-05
Timothy Elliott,-200.0,-190.0,-150.0,-0.089,2023-06-03
Timothy Johnson,190.0,210.0,220.0,0.079,2015-04-04
Timothy Johnson,170.0,205.0,220.0,0.1369999999999999,2015-08-08
Timothy Johnson,150.0,-110.0,-108.0,0.1969999999999999,2016-04-10
Timothy Johnson,-150.0,-150.0,-145.0,0.005,2016-11-19
Timothy Johnson,-180.0,-215.0,-200.0,-0.051,2017-03-18
Timothy Johnson,-245.0,-285.0,-280.0,-0.04,2017-07-22
Timothy Johnson,145.0,147.0,150.0,0.016,2018-02-03
Timur Valiev,-385.0,-640.0,-625.0,-0.087,2020-08-22
Timur Valiev,-410.0,-550.0,-350.0,-0.0279999999999999,2021-02-06
Timur Valiev,130.0,175.0,225.0,0.19,2021-06-26
Timur Valiev.,-110.0,-111.0,120.0,-0.061,2022-03-19
Tina Lahdemaki,335.0,445.0,475.0,0.223,2014-07-16
Tito Ortiz,-125.0,-110.0,-110.0,0.057,2007-07-07
Tito Ortiz,110.0,170.0,170.0,0.222,2008-05-24
Tito Ortiz,150.0,130.0,130.0,0.093,2009-11-21
Tito Ortiz,120.0,163.0,163.0,-0.0559999999999999,2010-10-23
Tito Ortiz,270.0,500.0,500.0,-0.095,2011-07-02
Tito Ortiz,330.0,335.0,335.0,0.011,2011-08-06
Tito Ortiz,135.0,245.0,245.0,0.319,2011-12-10
Tito Ortiz,225.0,235.0,270.0,-0.004,2012-07-07
Tj Brown,-195.0,-145.0,-135.0,-0.175,2020-08-15
Tj Brown,-220.0,-250.0,-200.0,-0.018,2022-01-15
Tj Brown,119.0,160.0,190.0,-0.161,2023-04-15
Tj Brown,-200.0,-200.0,-180.0,0.027,2023-10-14
Tj Dillashaw,185.0,130.0,165.0,0.074,2022-10-22
Tj Laramie,-225.0,-333.0,-310.0,0.1939999999999999,2020-09-19
Tj Laramie,210.0,210.0,210.0,,2021-11-06
Todd Brown,310.0,290.0,290.0,0.0279999999999999,2010-08-07
Todd Brown,180.0,195.0,195.0,0.006,2011-03-03
Todd Duffee,-130.0,-200.0,-200.0,0.259,2009-08-29
Todd Duffee,-675.0,-275.0,-275.0,0.158,2010-05-29
Todd Duffee,-280.0,-350.0,-345.0,0.256,2012-12-29
Todd Duffee,-280.0,-360.0,-315.0,0.231,2014-12-06
Todd Duffee,-175.0,-190.0,-180.0,-0.02,2015-07-15
